2019-04-07 21:22:47 INFO     Loading Data
2019-04-07 21:22:48 INFO     Model Setting Up
2019-04-07 21:22:55 INFO     train_dir : [../mnist/train]
2019-04-07 21:22:55 INFO     test_dir : [../mnist/test]
2019-04-07 21:22:55 INFO     save_dir : [./save]
2019-04-07 21:22:55 INFO     num_epochs : [250]
2019-04-07 21:22:55 INFO     batch_size : [500]
2019-04-07 21:22:55 INFO     num_points : [512]
2019-04-07 21:22:55 INFO     sigma : [0.05]
2019-04-07 21:22:55 INFO     log_interval : [1000]
2019-04-07 21:22:55 INFO     save_interval : [50]
2019-04-07 21:22:55 INFO     baselr : [5e-05]
2019-04-07 21:22:55 INFO     density_radius : [0.2]
2019-04-07 21:22:55 INFO     feature_out1 : [8]
2019-04-07 21:22:55 INFO     feature_out2 : [16]
2019-04-07 21:22:55 INFO     feature_out3 : [32]
2019-04-07 21:22:55 INFO     feature_out4 : [64]
2019-04-07 21:22:55 INFO     feature_out5 : [128]
2019-04-07 21:22:55 INFO     num_classes : [10]
2019-04-07 21:22:55 INFO     bandwidth_0 : [10]
2019-04-07 21:22:55 INFO     bandwidth_out1 : [10]
2019-04-07 21:22:55 INFO     bandwidth_out2 : [8]
2019-04-07 21:22:55 INFO     bandwidth_out3 : [6]
2019-04-07 21:22:55 INFO     bandwidth_out4 : [4]
2019-04-07 21:22:55 INFO     bandwidth_out5 : [2]
2019-04-07 21:22:55 INFO     resume_training : [0]
2019-04-07 21:22:55 INFO     Start Training
2019-04-07 21:22:55 INFO     Saved model checkpoints into ./save/2019-04-07_21-22-55-model.ckpt...
2019-04-07 21:23:00 INFO     Batch: [0/120] Epoch: [0] Loss: [2.3008382320404053]
2019-04-07 21:23:01 INFO     Batch: [1/120] Epoch: [0] Loss: [2.3017988204956055]
2019-04-07 21:23:01 INFO     Batch: [2/120] Epoch: [0] Loss: [2.3025290966033936]
2019-04-07 21:23:01 INFO     Batch: [3/120] Epoch: [0] Loss: [2.302377223968506]
2019-04-07 21:23:01 INFO     Batch: [4/120] Epoch: [0] Loss: [2.301517629623413]
2019-04-07 21:23:01 INFO     Batch: [5/120] Epoch: [0] Loss: [2.301782210667928]
2019-04-07 21:23:02 INFO     Batch: [6/120] Epoch: [0] Loss: [2.3006764820643832]
2019-04-07 21:23:02 INFO     Batch: [7/120] Epoch: [0] Loss: [2.3009513914585114]
2019-04-07 21:23:02 INFO     Batch: [8/120] Epoch: [0] Loss: [2.300406403011746]
2019-04-07 21:23:02 INFO     Batch: [9/120] Epoch: [0] Loss: [2.2998551607131956]
2019-04-07 21:23:02 INFO     Batch: [10/120] Epoch: [0] Loss: [2.299527254971591]
2019-04-07 21:23:03 INFO     Batch: [11/120] Epoch: [0] Loss: [2.298908511797587]
2019-04-07 21:23:03 INFO     Batch: [12/120] Epoch: [0] Loss: [2.298414817223182]
2019-04-07 21:23:03 INFO     Batch: [13/120] Epoch: [0] Loss: [2.2983819586890086]
2019-04-07 21:23:03 INFO     Batch: [14/120] Epoch: [0] Loss: [2.2982110818227133]
2019-04-07 21:23:03 INFO     Batch: [15/120] Epoch: [0] Loss: [2.298050135374069]
2019-04-07 21:23:04 INFO     Batch: [16/120] Epoch: [0] Loss: [2.297548532485962]
2019-04-07 21:23:04 INFO     Batch: [17/120] Epoch: [0] Loss: [2.2974540525012546]
2019-04-07 21:23:04 INFO     Batch: [18/120] Epoch: [0] Loss: [2.2970563612486186]
2019-04-07 21:23:04 INFO     Batch: [19/120] Epoch: [0] Loss: [2.2966694474220275]
2019-04-07 21:23:04 INFO     Batch: [20/120] Epoch: [0] Loss: [2.2962143761771068]
2019-04-07 21:23:04 INFO     Batch: [21/120] Epoch: [0] Loss: [2.295838811180808]
2019-04-07 21:23:05 INFO     Batch: [22/120] Epoch: [0] Loss: [2.2954561088396157]
2019-04-07 21:23:05 INFO     Batch: [23/120] Epoch: [0] Loss: [2.2950708071390786]
2019-04-07 21:23:05 INFO     Batch: [24/120] Epoch: [0] Loss: [2.294828414916992]
2019-04-07 21:23:05 INFO     Batch: [25/120] Epoch: [0] Loss: [2.294520827440115]
2019-04-07 21:23:05 INFO     Batch: [26/120] Epoch: [0] Loss: [2.294246682414302]
